Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"TGFBR2","Transforming Growth Factor Beta Receptor 2","Protein Coding","P37173","61","GC03P030623","16.6588973999023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR2"
"FGFR2","Fibroblast Growth Factor Receptor 2","Protein Coding","P21802","64","GC10M121478","16.6310157775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR2"
"KCNH2","Potassium Voltage-Gated Channel Subfamily H Member 2","Protein Coding","Q12809","59","GC07M150944","16.6118202209473","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH2"
"CYP19A1","Cytochrome P450 Family 19 Subfamily A Member 1","Protein Coding","P11511","56","GC15M051208","16.5900821685791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP19A1"
"TP73","Tumor Protein P73","Protein Coding","O15350","53","GC01P003652","16.4686698913574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP73"
"RUNX2","RUNX Family Transcription Factor 2","Protein Coding","Q13950","55","GC06P135072","16.4636554718018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX2"
"MYH7","Myosin Heavy Chain 7","Protein Coding","P12883","56","GC14M023412","16.4434108734131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH7"
"PVT1","Pvt1 Oncogene","RNA Gene","","32","GC08P128109","16.4341850280762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVT1"
"SOX9","SRY-Box Transcription Factor 9","Protein Coding","P48436","54","GC17P072121","16.4144554138184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX9"
"SRC","SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase","Protein Coding","P12931","60","GC20P037344","16.3724155426025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC"
"AHR","Aryl Hydrocarbon Receptor","Protein Coding","P35869","55","GC07P016916","16.327278137207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHR"
"STK11","Serine/Threonine Kinase 11","Protein Coding","Q15831","59","GC19P001177","16.2986660003662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK11"
"SERPINA1","Serpin Family A Member 1","Protein Coding","P01009","58","GC14M094376","16.2935047149658","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA1"
"CBS","Cystathionine Beta-Synthase","Protein Coding","P35520","60","GC21M043053","16.2611122131348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS"
"CCR5","C-C Motif Chemokine Receptor 5","Protein Coding","P51681","56","GC03P057395","16.2173728942871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5"
"MIR21","MicroRNA 21","RNA Gene","","31","GC17P112757","16.1843509674072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR21"
"IL13","Interleukin 13","Protein Coding","P35225","53","GC05P132656","16.1667728424072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13"
"CD36","CD36 Molecule (CD36 Blood Group)","Protein Coding","P16671","59","GC07P080369","16.1426677703857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36"
"GNAS","GNAS Complex Locus","Protein Coding","P84996","59","GC20P058839","16.1314830780029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS"
"BMP6","Bone Morphogenetic Protein 6","Protein Coding","P22004","53","GC06P007726","16.1273021697998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6"
"FBN1","Fibrillin 1","Protein Coding","P35555","56","GC15M048408","16.11354637146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN1"
"CYP2E1","Cytochrome P450 Family 2 Subfamily E Member 1","Protein Coding","P05181","55","GC10P133520","16.059175491333","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2E1"
"RARA","Retinoic Acid Receptor Alpha","Protein Coding","P10276","59","GC17P040309","16.0131492614746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARA"
"LEP","Leptin","Protein Coding","P41159","55","GC07P128241","15.9787397384644","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEP"
"MMP1","Matrix Metallopeptidase 1","Protein Coding","P03956","59","GC11M126178","15.9432439804077","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP1"
"HDAC1","Histone Deacetylase 1","Protein Coding","Q13547","59","GC01P032292","15.9339199066162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC1"
"HLA-B","Major Histocompatibility Complex, Class I, B","Protein Coding","P01889","54","GC06M093738","15.933910369873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-B"
"APOA1","Apolipoprotein A1","Protein Coding","P02647","59","GC11M116835","15.9246301651001","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1"
"E2F1","E2F Transcription Factor 1","Protein Coding","Q01094","53","GC20M033675","15.9149312973022","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F1"
"F2","Coagulation Factor II, Thrombin","Protein Coding","P00734","59","GC11P047736","15.9125604629517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2"
"PPARA","Peroxisome Proliferator Activated Receptor Alpha","Protein Coding","Q07869","53","GC22P046150","15.9107990264893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARA"
"BCL6","BCL6 Transcription Repressor","Protein Coding","P41182","54","GC03M187721","15.9107666015625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL6"
"PKD1","Polycystin 1, Transient Receptor Potential Channel Interacting","Protein Coding","P98161","54","GC16M020311","15.8999319076538","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1"
"LOC107133510","Origin Of Replication At HBB","Functional Element","","10","GC11P005222","15.8749074935913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107133510"
"CAV1","Caveolin 1","Protein Coding","Q03135","57","GC07P116524","15.8103294372559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV1"
"JAK2","Janus Kinase 2","Protein Coding","O60674","62","GC09P004985","15.8058910369873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2"
"CYBB","Cytochrome B-245 Beta Chain","Protein Coding","P04839","58","GC0XP037780","15.798113822937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBB"
"FASLG","Fas Ligand","Protein Coding","P48023","57","GC01P172659","15.7929840087891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG"
"UCP2","Uncoupling Protein 2","Protein Coding","P55851","55","GC11M073974","15.792423248291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP2"
"SMAD2","SMAD Family Member 2","Protein Coding","Q15796","60","GC18M047809","15.7820091247559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD2"
"SIRT1","Sirtuin 1","Protein Coding","Q96EB6","58","GC10P067884","15.7699337005615","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","Q06124","62","GC12P112418","15.7410945892334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"MET","MET Proto-Oncogene, Receptor Tyrosine Kinase","Protein Coding","P08581","63","GC07P116672","15.7310590744019","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MET"
"TLR2","Toll Like Receptor 2","Protein Coding","O60603","61","GC04P153684","15.7224912643433","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR2"
"SCARNA5","Small Cajal Body-Specific RNA 5","RNA Gene","","23","GC02P233275","15.6775646209717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARNA5"
"BIRC5","Baculoviral IAP Repeat Containing 5","Protein Coding","O15392","55","GC17P078214","15.6762418746948","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC5"
"PSEN1","Presenilin 1","Protein Coding","P49768","61","GC14P073136","15.6654891967773","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN1"
"CDKN1B","Cyclin Dependent Kinase Inhibitor 1B","Protein Coding","P46527","57","GC12P039206","15.651741027832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1B"
"GAS5","Growth Arrest Specific 5","RNA Gene","","31","GC01M173947","15.6393356323242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS5"
"COL1A2","Collagen Type I Alpha 2 Chain","Protein Coding","P08123","56","GC07P094394","15.583306312561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A2"
"TTN","Titin","Protein Coding","Q8WZ42","56","GC02M178525","15.5725250244141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTN"
"RAC1","Rac Family Small GTPase 1","Protein Coding","P63000","58","GC07P011586","15.5322751998901","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC1"
"MBL2","Mannose Binding Lectin 2","Protein Coding","P11226","55","GC10M052760","15.5296897888184","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBL2"
"DRD4","Dopamine Receptor D4","Protein Coding","P21917","54","GC11P010613","15.4995956420898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD4"
"CYCS","Cytochrome C, Somatic","Protein Coding","P99999","57","GC07M025118","15.4861326217651","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYCS"
"ABCA1","ATP Binding Cassette Subfamily A Member 1","Protein Coding","O95477","58","GC09M104781","15.418065071106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA1"
"TGFBR1","Transforming Growth Factor Beta Receptor 1","Protein Coding","P36897","62","GC09P100712","15.3684778213501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR1"
"PON1","Paraoxonase 1","Protein Coding","P27169","56","GC07M095297","15.3539772033691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1"
"SMN1","Survival Of Motor Neuron 1, Telomeric","Protein Coding","Q16637","48","GC05P070924","15.3377618789673","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN1"
"CYP3A4","Cytochrome P450 Family 3 Subfamily A Member 4","Protein Coding","P08684","56","GC07M100029","15.3342781066895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A4"
"CREB1","CAMP Responsive Element Binding Protein 1","Protein Coding","P16220","59","GC02P207529","15.3323173522949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB1"
"MYBPC3","Myosin Binding Protein C3","Protein Coding","Q14896","55","GC11M125005","15.300986289978","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBPC3"
"GATA1","GATA Binding Protein 1","Protein Coding","P15976","55","GC0XP048786","15.2732381820679","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA1"
"HNF1B","HNF1 Homeobox B","Protein Coding","P35680","52","GC17M037686","15.2595510482788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1B"
"LOC106099062","HBB Recombination Region","Functional Element","","10","GC11P010854","15.2555122375488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106099062"
"NDRG1","N-Myc Downstream Regulated 1","Protein Coding","Q92597","54","GC08M133237","15.2439012527466","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG1"
"HTR2A","5-Hydroxytryptamine Receptor 2A","Protein Coding","P28223","56","GC13M046831","15.1961822509766","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR2A"
"SLC6A3","Solute Carrier Family 6 Member 3","Protein Coding","Q01959","59","GC05M001392","15.1949663162231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A3"
"DDIT3","DNA Damage Inducible Transcript 3","Protein Coding","P35638","55","GC12M057516","15.1864786148071","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDIT3"
"NPM1","Nucleophosmin 1","Protein Coding","P06748","59","GC05P171387","15.1802558898926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPM1"
"G6PD","Glucose-6-Phosphate Dehydrogenase","Protein Coding","P11413","59","GC0XM154598","15.1550140380859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PD"
"FLT3","Fms Related Receptor Tyrosine Kinase 3","Protein Coding","P36888","61","GC13M028003","15.1527538299561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT3"
"CRP","C-Reactive Protein","Protein Coding","P02741","54","GC01M161311","15.1519565582275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRP"
"SOX2","SRY-Box Transcription Factor 2","Protein Coding","P48431","55","GC03P181711","15.1408758163452","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX2"
"NOX4","NADPH Oxidase 4","Protein Coding","Q9NPH5","51","GC11M089324","15.1025638580322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOX4"
"MGMT","O-6-Methylguanine-DNA Methyltransferase","Protein Coding","P16455","57","GC10P129467","15.0891532897949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGMT"
"CYP17A1","Cytochrome P450 Family 17 Subfamily A Member 1","Protein Coding","P05093","58","GC10M102830","15.0718822479248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP17A1"
"APEX1","Apurinic/Apyrimidinic Endodeoxyribonuclease 1","Protein Coding","P27695","54","GC14P020455","15.0529794692993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APEX1"
"INSR","Insulin Receptor","Protein Coding","P06213","62","GC19M007112","15.0472841262817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSR"
"SLC2A1","Solute Carrier Family 2 Member 1","Protein Coding","P11166","62","GC01M042925","15.0260810852051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1"
"RNY5","RNA, Ro60-Associated Y5","RNA Gene","","17","GC07P148941","15.0039739608765","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNY5"
"EDN1","Endothelin 1","Protein Coding","P05305","58","GC06P012236","14.991662979126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1"
"NR1H2","Nuclear Receptor Subfamily 1 Group H Member 2","Protein Coding","P55055","54","GC19P050329","14.9226398468018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H2"
"SDHB","Succinate Dehydrogenase Complex Iron Sulfur Subunit B","Protein Coding","P21912","57","GC01M019222","14.9215068817139","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHB"
"FOXO1","Forkhead Box O1","Protein Coding","Q12778","60","GC13M040555","14.9120769500732","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO1"
"CYBA","Cytochrome B-245 Alpha Chain","Protein Coding","P13498","55","GC16M088643","14.9101943969727","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBA"
"CASP8","Caspase 8","Protein Coding","Q14790","61","GC02P201233","14.9034652709961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP8"
"LEPR","Leptin Receptor","Protein Coding","P48357","59","GC01P065438","14.8980464935303","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPR"
"ABL1","ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase","Protein Coding","P00519","61","GC09P130713","14.8715696334839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1"
"THBD","Thrombomodulin","Protein Coding","P07204","55","GC20M023026","14.8517684936523","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD"
"COL2A1","Collagen Type II Alpha 1 Chain","Protein Coding","P02458","58","GC12M047972","14.8431606292725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL2A1"
"NLRP3","NLR Family Pyrin Domain Containing 3","Protein Coding","Q96P20","57","GC01P247416","14.8240280151367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP3"
"IRF1","Interferon Regulatory Factor 1","Protein Coding","P10914","55","GC05M132440","14.8129959106445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF1"
"CASR","Calcium Sensing Receptor","Protein Coding","P41180","60","GC03P122183","14.7786331176758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR"
"CYP2C9","Cytochrome P450 Family 2 Subfamily C Member 9","Protein Coding","P11712","55","GC10P094938","14.7638607025146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C9"
"UGT1A1","UDP Glucuronosyltransferase Family 1 Member A1","Protein Coding","P22309","59","GC02P233760","14.7512235641479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A1"
"MPO","Myeloperoxidase","Protein Coding","P05164","61","GC17M058269","14.7257823944092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPO"
"F5","Coagulation Factor V","Protein Coding","P12259","56","GC01M169511","14.7133197784424","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F5"
"NBN","Nibrin","Protein Coding","O60934","57","GC08M089933","14.677882194519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBN"
"RARB","Retinoic Acid Receptor Beta","Protein Coding","P10826","58","GC03P024689","14.6574897766113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARB"
"SCN5A","Sodium Voltage-Gated Channel Alpha Subunit 5","Protein Coding","Q14524","59","GC03M038707","14.623498916626","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN5A"
"MUTYH","MutY DNA Glycosylase","Protein Coding","Q9UIF7","53","GC01M045329","14.598331451416","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUTYH"
"GJA1","Gap Junction Protein Alpha 1","Protein Coding","P17302","59","GC06P136245","14.5576362609863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA1"
"CDKN2B","Cyclin Dependent Kinase Inhibitor 2B","Protein Coding","P42772","54","GC09M022002","14.5286321640015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B"
"ADRB2","Adrenoceptor Beta 2","Protein Coding","P07550","57","GC05P152320","14.4880218505859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2"
"IFNA1","Interferon Alpha 1","Protein Coding","P01562","48","GC09P021770","14.4705200195313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1"
"DLEU2","Deleted In Lymphocytic Leukemia 2","RNA Gene","","30","GC13M049913","14.4604158401489","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEU2"
"PGR","Progesterone Receptor","Protein Coding","P06401","59","GC11M126145","14.4111795425415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR"
"SREBF1","Sterol Regulatory Element Binding Transcription Factor 1","Protein Coding","P36956","58","GC17M017810","14.3991279602051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF1"
"TNFSF11","TNF Superfamily Member 11","Protein Coding","O14788","58","GC13P042562","14.3984146118164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF11"
"SQSTM1","Sequestosome 1","Protein Coding","Q13501","58","GC05P179806","14.3930473327637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SQSTM1"
"TCF7L2","Transcription Factor 7 Like 2","Protein Coding","Q9NQB0","54","GC10P112950","14.3644227981567","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L2"
"IL18","Interleukin 18","Protein Coding","Q14116","53","GC11M112143","14.3590135574341","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18"
"CYP2D6","Cytochrome P450 Family 2 Subfamily D Member 6","Protein Coding","P10635","56","GC22M042126","14.3553562164307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2D6"
"MITF","Melanocyte Inducing Transcription Factor","Protein Coding","O75030","57","GC03P069740","14.3394870758057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MITF"
